fund_slug,description
whale-rock-capital-management,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: whale-rock-capital-management.
zebpay,Investment activities in India (IN). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: zebpay.
zb-capital,Investment activities in Canada (CA). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in China (CN). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in India (IN). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in Norway (NO). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in Switzerland (CH). Normal investments: 1. Lead investments: 0. Main sectors: Chain (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: zb-capital.
zb-capital,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Infrastructure (100.0%). Associated fund: zb-capital.
vestigium,"Investment activities in South Korea (KR). Normal investments: 1. Lead investments: 1. Main sectors: Blockchain Service (50.0%), DeFi (50.0%). Associated fund: vestigium."
vestigium,Investment activities in France (FR). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: vestigium.
vestigium,Investment activities in Israel (IL). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: vestigium.
vestigium,Investment activities in Norway (NO). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: vestigium.
vestigium,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Infrastructure (100.0%). Associated fund: vestigium.
lionline,Investment activities in Norway (NO). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: lionline.
polkadotters,Investment activities in Norway (NO). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: polkadotters.
wyng,Investment activities in South Korea (KR). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: wyng.
make-group,Investment activities in Puerto Rico (PR). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: make-group.
concept-art-house,Investment activities in South Korea (KR). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: concept-art-house.
concept-art-house,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: concept-art-house.
concept-art-house,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: concept-art-house.
a-z-angels,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: a-z-angels.
cobalt-capital,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: cobalt-capital.
metaverse-magna,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: metaverse-magna.
the-forest-road-company,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: the-forest-road-company.
asymmetries-technologies,Investment activities in United States (US). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: asymmetries-technologies.
asymmetries-technologies,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: asymmetries-technologies.
zoomer-fund,"Investment activities in United States (US). Normal investments: 2. Lead investments: 0. Main sectors: GameFi (50.0%), CeFi (50.0%). Associated fund: zoomer-fund."
graviton-fund,"Investment activities in United States (US). Normal investments: 2. Lead investments: 0. Main sectors: GameFi (50.0%), CeFi (50.0%). Associated fund: graviton-fund."
matias-ventures,Investment activities in United Kingdom (GB). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: matias-ventures.
soleil-capitale,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: soleil-capitale.
trolley-ventures,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: trolley-ventures.
maelstrom-interactive,Investment activities in France (FR). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: maelstrom-interactive.
maelstrom-interactive,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: maelstrom-interactive.
bowei-zhihong-touzi,Investment activities in South Korea (KR). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: bowei-zhihong-touzi.
crowd-venture,"Investment activities in United States (US). Normal investments: 4. Lead investments: 0. Main sectors: Blockchain Service (50.0%), DeFi (25.0%), Chain (25.0%). Associated fund: crowd-venture."
crowd-venture,Investment activities in Switzerland (CH). Normal investments: 1. Lead investments: 0. Main sectors: Chain (100.0%). Associated fund: crowd-venture.
tor-kenz,"Investment activities in United States (US). Normal investments: 3. Lead investments: 0. Main sectors: Blockchain Service (33.33%), DeFi (33.33%), Chain (33.33%). Associated fund: tor-kenz."
greyhound-capital,Investment activities in Denmark (DK). Normal investments: 4. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: greyhound-capital.
greyhound-capital,Investment activities in Japan (JP). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: greyhound-capital.
deutsche-telekom,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: deutsche-telekom.
venturra-capital,Investment activities in Singapore (SG). Normal investments: 3. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: venturra-capital.
venturra-capital,Investment activities in United Kingdom (GB). Normal investments: 0. Lead investments: 1. Main sectors: CeFi (100.0%). Associated fund: venturra-capital.
monashees,Investment activities in United States (US). Normal investments: 1. Lead investments: 1. Main sectors: Social (100.0%). Associated fund: monashees.
monashees,Investment activities in Brazil (BR). Normal investments: 1. Lead investments: 0. Main sectors: CeFi (100.0%). Associated fund: monashees.
tessera-capital-partners,Investment activities in Hong Kong (HK). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: tessera-capital-partners.
tessera-capital-partners,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: tessera-capital-partners.
atlantico,Investment activities in United States (US). Normal investments: 1. Lead investments: 1. Main sectors: Social (100.0%). Associated fund: atlantico.
berioza-associates,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: berioza-associates.
cell-rising,Investment activities in Hong Kong (HK). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: cell-rising.
crc-capital,Investment activities in Singapore (SG). Normal investments: 2. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: crc-capital.
kesha-ventures,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: kesha-ventures.
radiant-tech-ventures,Investment activities in Hong Kong (HK). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: radiant-tech-ventures.
simplex,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: simplex.
slope,Investment activities in Canada (CA). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: slope.
the-brooker-group,Investment activities in Singapore (SG). Normal investments: 1. Lead investments: 1. Main sectors: DeFi (100.0%). Associated fund: the-brooker-group.
topaz-investment,Investment activities in Hong Kong (HK). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: topaz-investment.
paribus-ventures,Investment activities in Belgium (BE). Normal investments: 1. Lead investments: 0. Main sectors: NFT (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in Estonia (EE). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in Hong Kong (HK). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in Serbia (RS). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in South Africa (ZA). Normal investments: 1. Lead investments: 0. Main sectors: DeFi (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in United States (US). Normal investments: 1. Lead investments: 0. Main sectors: GameFi (100.0%). Associated fund: paribus-ventures.
paribus-ventures,Investment activities in Vietnam (VN). Normal investments: 1. Lead investments: 0. Main sectors: Blockchain Service (100.0%). Associated fund: paribus-ventures.
c-ventures,"Investment activities in United States (US). Normal investments: 2. Lead investments: 0. Main sectors: Blockchain Service (50.0%), NFT (50.0%). Associated fund: c-ventures."
c-ventures,Investment activities in Hong Kong (HK). Normal investments: 1. Lead investments: 0. Main sectors: Others (100.0%). Associated fund: c-ventures.
c-ventures,Investment activities in Singapore (SG). Normal investments: 0. Lead investments: 1. Main sectors: CeFi (100.0%). Associated fund: c-ventures.
